0,-1.342957
0.376989,3.569672
0.753962,5.012115
1.130906,0.665161
1.507806,0.10675
1.884646,0.742432
2.261411,1.420197
2.638087,5.189789
3.014659,-0.335938
3.391112,-1.549927
3.767431,-0.472351
4.143601,6.180756
4.519608,3.355713
4.895437,-3.660156
5.271072,0.970947
5.646499,3.814362
6.021704,7.155853
6.39667,4.265594
6.771384,2.17691
7.14583,2.819153
7.519994,5.931946
7.893863,9.033173
8.267418,6.533722
8.640648,2.593079
9.013535,3.802124
9.386069,9.798096
9.75823,8.827057
10.130008,-1.161926
10.501385,1.617371
10.872348,4.632233
11.24288,9.377533
11.61297,8.130127
11.9826,5.101776
12.351757,5.676849
12.720427,6.471619
13.088593,10.810608
13.456244,9.097076
13.823363,2.825439
14.189938,5.479431
14.55595,13.857178
14.921389,14.850372
15.28624,5.40094
15.650486,6.488464
16.014112,8.252075
16.37711,9.430847
16.73946,10.595673
17.101149,8.117737
17.462162,8.647949
17.822487,10.243988
18.182108,15.167053
18.54101,9.404297
18.899181,9.550385
19.256607,13.574249
19.61327,18.351837
19.96916,17.87326
20.324265,12.283569
20.678562,16.642639
21.032045,21.848175
21.384699,22.961884
21.736507,17.665588
22.087456,17.514465
22.437536,16.299561
22.786728,20.646454
23.135023,20.838531
23.482403,15.87558
23.828857,17.828857
24.17437,24.272858
24.51893,29.410034
24.862522,21.276611
25.205132,20.253174
25.546745,25.352844
25.887352,31.506714
26.226936,27.738831
26.565483,27.983093
26.902985,25.562683
27.23942,28.017029
27.574783,30.229584
27.90906,24.459961
28.242229,22.887024
28.574286,31.917786
28.905216,37.067963
29.235004,26.125946
29.563637,25.745239
29.891104,33.333405
30.217388,35.948273
30.542482,32.966797
30.866371,34.250885
31.189041,32.619507
31.510481,33.856445
31.830671,34.2276
32.149612,26.877197
32.467274,26.069153
32.783665,37.233673
33.098755,39.673248
33.412544,30.061432
33.72501,29.02243
34.03614,36.958099
34.345932,40.378113
34.654369,36.908875
34.961437,34.514679
35.267124,37.132111
