I0,I1
0.000000,-2.036530
0.000000,-2.837006
0.000000,-4.408752
0.000000,-2.630310
0.000000,-4.509277
0.000000,-7.305847
0.000000,-3.778259
0.000000,-1.647247
0.000000,5.448608
0.000000,-3.030670
0.000000,-6.535858
0.000000,-2.738586
0.000000,0.983795
0.000000,1.497864
0.000000,-2.008392
0.000000,-3.455505
0.000000,-3.579742
0.000000,-4.489563
0.000000,0.655640
0.000000,-6.768555
0.000000,-6.826782
0.000000,-3.580841
0.000000,1.106232
0.000000,0.789368
0.000000,-7.622894
0.000000,-8.004272
0.000000,-2.666809
0.000000,2.677002
0.000000,-0.599396
0.000000,-3.596222
0.000000,-1.337280
0.000000,-1.656677
0.000000,-1.452057
0.000000,-2.487518
0.000000,-6.540710
0.000000,-6.586487
0.000000,0.481079
0.000000,0.646057
0.000000,-4.954865
0.000000,-6.910889
0.000000,-2.741241
0.000000,0.412231
0.000000,-1.375031
0.000000,-2.944366
0.000000,-3.922485
0.000000,-3.176849
0.000000,2.557404
0.000000,1.159119
0.000000,-3.917938
0.000000,-5.660614
0.000000,-3.103638
0.000000,-1.601776
0.000000,-5.394409
0.000000,-6.542999
0.000000,-7.019623
0.000000,-1.757019
0.000000,1.802887
0.000000,-2.636597
0.000000,-2.937195
0.000000,-1.821442
0.000000,-1.756836
0.000000,-1.957153
0.000000,-2.183716
0.000000,-4.307983
0.000000,-3.292725
0.000000,1.719482
0.000000,1.634613
0.000000,-6.464752
0.000000,-7.335510
0.000000,-3.147888
0.000000,-1.929962
0.000000,-3.001892
0.000000,-4.425781
0.000000,-2.535675
0.000000,-2.810364
0.000000,-2.112793
0.000000,-0.244385
0.000000,-4.491272
0.000000,-6.346588
0.000000,-1.255005
0.000000,6.325623
0.000000,-2.231812
0.000000,-6.099426
0.000000,-3.185577
0.000000,-2.683929
0.000000,-0.742859
0.000000,-4.294403
0.000000,-5.328766
0.000000,-3.589447
0.000000,-3.688629
0.000000,0.487701
0.000000,-5.851532
0.000000,-5.113525
0.000000,-3.027588
0.000000,-0.158722
0.000000,3.518188
0.000000,-5.473083
0.000000,-3.568024
0.000000,0.557648
0.000000,-0.567535
0.000000,-2.109283
0.000000,-4.167633
0.000000,-3.757202
0.000000,-4.456787
0.000000,-0.619995
0.000000,-1.025391
0.000000,-6.416412
0.000000,-3.625061
0.000000,-0.671265
0.000000,1.018280
0.000000,-4.800415
0.000000,-9.072937
0.000000,-2.275848
0.000000,0.871918
0.000000,-0.338165
0.000000,-3.901276
0.000000,-3.316864
0.000000,-3.543396
0.000000,-2.137726
0.000000,-1.100739
0.000000,-8.514648
0.000000,-7.117126
0.000000,-2.656769
0.000000,3.283264
0.000000,-2.388153
0.000000,-5.604614
0.000000,-2.100708
0.000000,-0.003357
0.000000,-0.289825
0.000000,-1.398468
0.000000,-2.216034
0.000000,-2.095337
0.000000,-2.920288
0.000000,-0.804047
0.000000,-4.109924
0.000000,-6.432556
0.000000,-6.679932
0.000000,-0.847137
0.000000,-0.869537
0.000000,-7.416443
0.000000,-8.255676
0.000000,-4.311279
0.000000,0.742889
0.000000,-1.943024
0.000000,-4.903503
0.000000,-2.925018
0.000000,-2.466949
0.000000,-1.220520
0.000000,-0.072632
0.000000,-5.630676
0.000000,-6.669556
0.000000,-2.982635
0.000000,0.475006
0.000000,-2.572388
0.000000,-6.496063
0.000000,-5.190460
0.000000,-1.339111
0.000000,-1.963684
0.000000,-2.105072
0.000000,-4.075897
0.000000,-1.718933
0.000000,-2.514801
0.000000,0.669525
0.000000,-0.788635
0.000000,-4.798431
0.000000,-0.172058
0.000000,-1.514038
0.000000,-8.876038
0.000000,-7.806061
0.000000,-5.625488
0.000000,-0.405823
0.000000,-1.767761
0.000000,-4.558014
0.000000,-0.856232
0.000000,-2.277344
0.000000,-1.222168
0.000000,-0.764984
0.000000,-6.169495
0.000000,-4.839142
0.000000,0.642700
0.000000,6.046478
0.000000,-3.238220
0.000000,-5.563812
0.000000,-3.421844
0.000000,-1.242859
0.000000,-1.081757
0.000000,-3.638367
0.000000,-3.337585
0.000000,-4.284088
0.000000,-0.860626
0.000000,-1.399658
0.000000,-2.470337
0.000000,-6.144318
0.000000,-1.962677
0.000000,0.966095
0.000000,-1.399902
0.000000,-7.254211
0.000000,-4.604156
0.000000,0.498596
0.000000,-0.535706
0.000000,-2.922760
0.000000,-5.208466
0.000000,-3.276550
0.000000,-3.169708
0.000000,-2.857147
0.000000,-3.101074
0.000000,-5.695618
0.000000,-3.813812
0.000000,2.160461
0.000000,3.113251
0.000000,-5.649628
0.000000,-4.202942
0.000000,-2.966797
0.000000,-0.489288
0.000000,1.094635
0.000000,-3.599579
0.000000,-3.260834
0.000000,-4.591064
0.000000,-1.167114
0.000000,-1.216217
0.000000,-6.674316
0.000000,-6.736206
0.000000,-4.092590
0.000000,0.818604
0.000000,-2.815430
0.000000,-8.414124
0.000000,-3.463654
0.000000,-0.415009
0.000000,0.596588
0.000000,0.037598
0.000000,-1.574158
0.000000,-1.798309
0.000000,-2.951538
0.000000,-0.144409
0.000000,-2.545959
0.000000,-7.725616
0.000000,-5.221466
0.000000,0.849945
0.000000,-0.236389
0.000000,-6.853058
0.000000,-6.936096
0.000000,-0.804260
0.000000,0.563171
0.000000,-1.267029
0.000000,-4.448822
0.000000,-2.033569
0.000000,-2.140656
0.000000,0.370880
0.000000,-1.236328
0.000000,-2.870697
0.000000,-4.178223
0.000000,-2.464752
0.000000,-0.208679
0.000000,-2.502960
0.000000,-7.344025
0.000000,-7.027527
0.000000,-0.650208
0.000000,-2.021210
0.000000,-2.444702
0.000000,-3.181915
0.000000,-2.795898
0.000000,-3.495087
0.000000,-1.254456
0.000000,-1.886139
0.000000,-5.232697
0.000000,-2.674927
0.000000,1.992218
0.000000,1.220184
0.000000,-7.535522
0.000000,-6.111389
0.000000,-3.221100
0.000000,-0.562531
0.000000,-4.261322
0.000000,-4.853180
0.000000,-3.890320
0.000000,-1.989288
0.000000,-0.080048
0.000000,-1.949493
0.000000,-3.924164
0.000000,-3.573151
0.000000,1.485413
0.000000,2.782471
0.000000,-5.305054
0.000000,-6.333618
0.000000,-6.438660
0.000000,-1.967896
0.000000,-0.929443
0.000000,-5.227570
0.000000,-3.954132
0.000000,-4.697723
0.000000,-1.865265
0.000000,-0.924896
0.000000,-5.635406
0.000000,-6.046356
0.000000,-2.937958
0.000000,2.231812
0.000000,-0.283630
0.000000,-5.003967
0.000000,-2.047333
0.000000,1.926361
0.000000,1.994781
0.000000,-2.681549
0.000000,-5.667145
0.000000,-4.525055
0.000000,-2.010773
0.000000,-0.340179
0.000000,-3.622742
0.000000,-5.342773
0.000000,-3.519714
0.000000,-0.189209
0.000000,1.214417
0.000000,-5.965240
0.000000,-7.253418
0.000000,-1.503479
0.000000,0.950409
0.000000,0.552277
0.000000,-3.067200
0.000000,-0.478149
0.000000,-4.261322
0.000000,-3.407745
0.000000,-2.260773
0.000000,-5.931061
0.000000,-6.201355
0.000000,0.042114
0.000000,2.536743
0.000000,-3.421387
0.000000,-3.906158
0.000000,-2.839478
0.000000,0.191345
0.000000,-0.777527
0.000000,-2.074829
0.000000,-1.833099
0.000000,-1.987366
0.000000,-2.146973
0.000000,-0.291016
0.000000,-6.312988
0.000000,-7.887512
0.000000,-4.519897
0.000000,1.078583
0.000000,-3.741028
0.000000,-7.115143
0.000000,-7.552856
0.000000,-4.588959
0.000000,0.559692
0.000000,-0.079956
0.000000,-4.237518
0.000000,-1.934967
0.000000,-0.788055
0.000000,1.497284
0.000000,-1.197418
0.000000,-5.432709
0.000000,-5.881683
0.000000,-0.082184
0.000000,3.580475
0.000000,-4.440948
0.000000,-9.010040
0.000000,-3.700470
0.000000,-1.445892
0.000000,-0.128601
0.000000,-4.468994
0.000000,-5.455566
0.000000,-1.568207
0.000000,-1.384155
0.000000,-1.254425
0.000000,-2.824463
0.000000,-2.703491
0.000000,0.898346
0.000000,-3.592834
0.000000,-9.103241
0.000000,-6.158691
0.000000,-2.666504
0.000000,-1.085846
0.000000,-3.079590
0.000000,-2.676727
0.000000,-1.639404
0.000000,-5.034729
0.000000,1.427765
0.000000,-2.541992
0.000000,-6.639069
0.000000,-2.268066
0.000000,2.913696
0.000000,4.638397
0.000000,-1.875153
0.000000,-3.089447
0.000000,-3.532013
0.000000,-2.415649
0.000000,-1.962189
0.000000,-5.459167
0.000000,-3.631348
0.000000,-2.972778
0.000000,0.264252
0.000000,-1.197296
0.000000,-5.867432
0.000000,-6.600311
0.000000,-1.666992
0.000000,2.523804
0.000000,-2.501007
0.000000,-7.865326
0.000000,-1.458801
0.000000,-0.496246
0.000000,0.935944
0.000000,-3.771362
0.000000,-3.491425
0.000000,-4.762817
0.000000,-4.104492
0.000000,0.507416
0.000000,-4.306793
0.000000,-5.077911
0.000000,-3.455261
0.000000,2.102570
0.000000,0.881409
0.000000,-3.581818
0.000000,-4.966949
0.000000,-1.665588
0.000000,1.791901
0.000000,-1.632904
0.000000,-2.939819
0.000000,-1.076630
0.000000,-3.514679
0.000000,-2.510498
0.000000,-2.284271
0.000000,-4.956177
0.000000,-7.717468
0.000000,-0.543793
0.000000,2.119934
0.000000,-2.636536
0.000000,-8.372650
0.000000,-3.755646
0.000000,1.064148
0.000000,-2.554474
0.000000,-3.627136
0.000000,-0.218781
0.000000,-2.390503
0.000000,-1.400085
0.000000,0.484253
0.000000,-4.767181
0.000000,-7.322083
0.000000,-4.239410
0.000000,0.503845
0.000000,-0.508850
0.000000,-6.624023
0.000000,-4.852692
0.000000,-2.059814
0.000000,-0.195770
0.000000,-1.619293
0.000000,-3.151398
0.000000,-1.934082
0.000000,-2.223175
0.000000,0.858826
0.000000,-1.003113
0.000000,-4.115875
0.000000,-3.920044
0.000000,-3.784760
0.000000,3.659515
0.000000,-7.776764
0.000000,-8.229889
0.000000,-4.363922
0.000000,-2.014374
0.000000,-2.330444
0.000000,-3.504120
0.000000,-4.690125
0.000000,-1.100159
0.000000,-0.346375
0.000000,-0.682861
0.000000,-4.752441
0.000000,-5.360535
0.000000,-1.316345
0.000000,4.346069
0.000000,-3.945984
0.000000,-6.477173
0.000000,-5.622314
0.000000,-1.989044
0.000000,0.346405
0.000000,-1.969910
0.000000,-4.365570
0.000000,-2.002899
0.000000,-2.126373
0.000000,1.462585
0.000000,-1.699280
0.000000,-4.787964
0.000000,-3.388031
0.000000,0.575714
0.000000,2.196350
0.000000,-5.352417
0.000000,-7.847198
0.000000,-3.902557
0.000000,-3.194672
0.000000,-4.410797
0.000000,-4.713379
0.000000,-2.946777
0.000000,-3.988556
0.000000,-2.216095
0.000000,-0.884338
0.000000,-5.995667
0.000000,-6.737183
0.000000,-2.344330
0.000000,3.733978
0.000000,-0.074432
0.000000,-3.743866
0.000000,-0.351105
0.000000,2.197998
0.000000,0.128906
0.000000,-3.952179
0.000000,-4.561035
0.000000,-3.924164
0.000000,-3.024506
0.000000,-0.700653
0.000000,-2.547668
0.000000,-4.982208
0.000000,-3.922821
0.000000,1.083557
0.000000,1.247101
0.000000,-8.317505
0.000000,-6.760590
0.000000,-3.431763
0.000000,0.278473
0.000000,-1.673248
0.000000,-1.690033
0.000000,-3.693573
0.000000,-6.465210
0.000000,-2.749542
0.000000,-4.148041
0.000000,-8.316895
0.000000,-5.746368
0.000000,1.165710
0.000000,2.590546
0.000000,-2.137970
0.000000,-4.589722
0.000000,-0.863800
0.000000,1.572052
0.000000,-0.418915
0.000000,-3.772247
0.000000,-0.332306
0.000000,-1.730682
0.000000,-1.235260
0.000000,-1.337158
0.000000,-4.710754
0.000000,-6.588104
0.000000,-4.889954
0.000000,-1.335602
0.000000,-1.888000
0.000000,-10.215790
0.000000,-5.054932
0.000000,-3.356232
0.000000,0.748871
0.000000,0.092438
0.000000,-2.984192
0.000000,-2.269867
0.000000,-1.605835
0.000000,-0.440216
0.000000,-3.571320
0.000000,-6.420166
0.000000,-4.666626
0.000000,-0.099274
0.000000,0.765900
0.000000,-5.846710
0.000000,-7.586731
0.000000,-2.797546
0.000000,-0.389343
0.000000,-1.641846
0.000000,-4.525879
0.000000,-3.695099
0.000000,-1.929230
0.000000,0.756470
0.000000,-4.313629
0.000000,-5.042603
0.000000,-1.999115
0.000000,2.299988
0.000000,-3.778168
0.000000,-7.870026
0.000000,-5.580170
0.000000,-3.668884
0.000000,-0.658936
0.000000,-1.390656
0.000000,-3.926727
0.000000,-2.765778
0.000000,-2.527679
0.000000,-1.619141
0.000000,-3.880951
0.000000,-5.974487
0.000000,-2.543610
0.000000,3.419678
0.000000,2.389191
0.000000,-6.280121
0.000000,-8.231445
0.000000,-3.674286
0.000000,-1.396698
0.000000,-2.490448
0.000000,-5.583252
0.000000,-2.106873
0.000000,-3.125641
0.000000,0.128387
0.000000,-0.110474
0.000000,-4.662079
0.000000,-5.498047
0.000000,-0.573517
0.000000,3.569061
0.000000,-5.154694
0.000000,-5.503265
0.000000,-3.120758
0.000000,-0.207184
0.000000,0.766296
0.000000,-3.590179
0.000000,-4.201813
0.000000,-4.020081
0.000000,-1.880920
0.000000,-1.844696
0.000000,-5.808075
0.000000,-8.097992
0.000000,-2.002625
0.000000,0.543793
0.000000,-0.544556
0.000000,-5.711121
0.000000,-4.729950
0.000000,0.105225
0.000000,2.259186
0.000000,0.112427
0.000000,-3.640869
0.000000,-2.709381
0.000000,-5.033936
0.000000,-0.170624
0.000000,-4.298401
0.000000,-6.239227
0.000000,-4.152832
0.000000,0.341461
0.000000,1.771149
0.000000,-5.488434
0.000000,-7.381744
0.000000,-2.672363
0.000000,-0.423767
0.000000,-0.230591
0.000000,-3.160797
0.000000,-1.785339
0.000000,-2.856171
0.000000,-1.292999
0.000000,-2.260803
0.000000,-7.996185
0.000000,-6.717438
0.000000,-3.933929
0.000000,1.668579
0.000000,-2.039124
0.000000,-7.036224
0.000000,-3.285522
0.000000,-0.795563
0.000000,1.431641
0.000000,-1.585632
0.000000,-1.917358
0.000000,-1.528473
0.000000,-1.449310
0.000000,2.075806
0.000000,-1.330658
0.000000,-5.042084
0.000000,-3.707703
0.000000,-2.145538
0.000000,-1.009491
0.000000,-7.347321
0.000000,-9.287994
0.000000,-6.534180
0.000000,2.230988
0.000000,-2.442780
0.000000,-3.714294
0.000000,-2.835297
0.000000,-1.789612
0.000000,-1.382324
0.000000,-0.262177
0.000000,-3.983246
0.000000,-2.647552
0.000000,-0.068695
0.000000,4.891479
0.000000,-3.335663
0.000000,-8.086304
0.000000,-3.670135
0.000000,-1.417969
0.000000,0.305115
0.000000,-4.607971
0.000000,-5.901794
0.000000,-1.754486
0.000000,-3.236420
0.000000,0.468323
0.000000,-2.752686
0.000000,-4.820740
0.000000,-2.801086
0.000000,1.993408
0.000000,0.984039
0.000000,-6.708496
0.000000,-7.367615
0.000000,-3.938629
0.000000,-0.347809
0.000000,-2.492706
0.000000,-5.678558
0.000000,-2.987640
0.000000,-4.545105
0.000000,0.103149
0.000000,-5.106567
0.000000,-8.013794
0.000000,-2.973114
0.000000,2.374207
0.000000,4.348053
0.000000,-2.981537
0.000000,-2.941956
0.000000,0.216705
0.000000,0.294922
0.000000,-0.632233
0.000000,-4.010468
0.000000,-4.607452
0.000000,-5.511383
0.000000,-2.524628
0.000000,-1.417145
0.000000,-5.371063
0.000000,-7.274689
0.000000,-4.093933
0.000000,2.190460
0.000000,-1.945679
0.000000,-8.235077
0.000000,-6.395752
0.000000,0.461731
0.000000,1.585846
0.000000,-0.787415
0.000000,-3.440369
0.000000,-4.096771
0.000000,-5.430054
0.000000,-3.599548
0.000000,-3.955872
0.000000,-7.662109
0.000000,-7.380432
0.000000,1.674164
0.000000,3.660675
0.000000,-4.704010
0.000000,-5.497559
0.000000,-2.421600
0.000000,-0.502777
0.000000,-1.073212
0.000000,-3.874878
0.000000,0.085175
0.000000,-0.971130
0.000000,-1.789124
0.000000,-2.021240
0.000000,-8.348755
0.000000,-6.381653
