I0,I1
-59.995014,-59.241165
-59.999996,-62.054428
-59.995506,-58.975021
-59.981541,-60.191925
-59.958103,-61.637283
-59.925201,-58.969986
-59.882839,-61.544495
-59.831020,-62.707397
-59.769753,-63.546509
-59.699074,-64.436478
-59.618946,-60.475967
-59.529408,-58.373413
-59.430470,-60.798615
-59.322144,-62.994553
-59.204456,-65.828171
-59.077419,-64.028870
-58.941055,-60.579498
-58.795383,-59.478882
-58.640430,-61.027359
-58.476215,-62.353943
-58.302769,-62.865417
-58.120117,-61.651077
-57.928291,-61.912277
-57.727314,-60.876328
-57.517223,-59.668106
-57.298050,-62.173431
-57.069832,-63.155121
-56.832603,-64.555206
-56.586399,-61.667221
-56.331264,-61.541321
-56.067230,-59.095551
-55.794346,-63.870270
-55.512653,-64.753571
-55.222191,-62.239807
-54.923107,-60.872452
-54.615261,-59.602173
-54.298790,-61.547195
-53.973743,-62.460678
-53.640179,-63.643387
-53.298141,-60.780548
-52.947693,-60.790939
-52.588882,-57.249313
-52.221764,-58.802231
-51.846405,-61.943115
-51.462860,-61.527832
-51.071186,-60.721405
-50.671452,-56.470978
-50.263718,-58.425125
-49.848045,-60.641708
-49.424503,-63.821472
-48.993156,-61.658737
-48.554077,-58.914886
-48.107330,-56.214447
-47.652985,-55.458664
-47.191116,-55.673019
-46.721794,-58.703506
-46.245098,-58.186737
-45.761105,-56.807541
-45.269878,-55.900543
-44.771660,-52.327072
-44.266220,-53.159454
-43.753796,-58.165207
-43.234455,-57.974197
-42.708290,-54.161667
-42.175388,-45.655502
-41.635822,-47.951981
-41.089684,-53.476135
-40.537056,-54.130127
-39.978027,-53.505905
-39.412689,-51.550400
-38.841125,-48.767029
-38.263432,-49.016846
-37.679699,-49.821671
-37.090008,-50.561005
-36.494469,-52.009186
-35.893166,-45.962814
-35.286190,-43.742584
-34.673649,-44.377914
-34.055630,-49.100952
-33.432236,-48.168701
-32.803562,-45.002319
-32.169712,-39.877808
-31.530777,-40.669525
-30.886868,-42.506531
-30.238277,-44.793747
-29.584715,-41.567780
-28.926483,-37.352692
-28.263687,-36.918671
-27.596424,-37.721924
-26.924805,-40.869446
-26.248934,-40.585846
-25.568920,-40.553223
-24.884869,-37.411926
-24.196888,-33.837982
-23.505085,-39.225739
-22.809574,-39.490112
-22.110458,-34.569244
-21.407852,-27.146820
-20.701866,-27.544128
-19.992615,-31.197083
-19.280203,-32.322998
-18.564747,-31.711548
-17.846361,-26.049774
-17.125156,-24.013977
-16.401249,-27.038452
-15.674751,-26.315674
-14.945779,-28.182220
-14.214446,-29.449249
-13.480869,-25.282776
-12.745388,-24.440277
-12.007671,-27.508026
-11.268058,-28.381226
-10.526666,-27.150452
-9.783611,-20.131927
-9.039012,-19.583252
-8.292986,-23.680237
-7.545651,-26.715179
-6.797123,-19.750488
-6.047523,-16.030579
-5.296968,-15.204193
-4.545577,-14.403748
-3.793468,-14.170990
-3.040760,-16.988861
-2.287571,-16.275757
-1.534022,-11.068512
-0.780230,-15.949738
-0.026316,-19.466736
0.727603,-19.463409
1.481407,-10.588959
2.234977,-8.310883
2.988195,-13.776154
3.740940,-12.811279
4.493095,-10.233978
5.244540,-6.859344
5.994930,-4.099792
6.744601,-5.500916
7.493207,-6.020721
8.240629,-5.730713
8.986752,-3.454224
9.731454,1.407684
10.474621,-4.401215
11.216133,-6.441040
11.955874,-5.282074
12.693728,1.430573
13.429578,0.315277
14.163307,-4.594482
14.894800,-4.628479
15.623940,-1.045929
16.350616,5.090729
17.074709,5.073792
17.796104,5.257263
18.514692,4.113983
19.230354,5.206177
19.942982,8.513031
20.652458,9.271790
21.358677,6.651581
22.061522,11.236053
22.760883,17.748260
23.456652,14.028625
24.148506,6.674500
24.836758,5.517090
25.521088,9.085480
26.201389,15.064423
26.877554,13.420258
27.549475,16.699493
28.217047,14.656952
28.880163,17.870667
29.538719,19.613403
30.192612,15.863770
30.841734,14.578522
31.485991,20.612915
32.125271,28.313416
32.759483,22.558685
33.388519,17.435394
34.012287,18.325409
34.630684,21.254700
35.243610,22.329346
35.850979,21.539581
36.452679,19.519257
37.048626,24.266663
37.638725,26.060333
38.222881,27.027069
38.800999,22.231354
39.372993,30.015442
39.938599,36.458649
40.498074,33.566223
41.051151,30.101654
41.597748,30.956787
42.137775,36.267883
42.671150,33.967621
43.197784,31.122681
43.717606,29.961395
44.230522,30.769012
44.736450,33.940948
45.235321,31.443878
45.727043,30.307953
46.211552,34.492035
46.688759,44.280273
47.158592,35.600739
47.620983,32.343811
48.075855,39.308624
48.523136,45.866302
48.962757,43.435333
49.394642,39.209717
49.818733,36.570465
50.234955,38.460938
50.643250,38.497742
51.043545,36.295685
51.435783,35.676239
51.819782,46.940613
52.195717,48.639313
52.563412,36.970001
52.922806,40.913574
53.273846,46.819305
53.616474,51.168823
53.950634,45.286255
54.276279,45.794830
54.593353,47.320313
54.901806,52.659058
55.201591,43.115387
55.492661,37.904541
55.774967,45.579742
56.048470,52.879333
56.313122,47.554352
56.568878,42.102356
56.815708,48.697693
57.053566,54.274780
57.282413,51.490326
57.502220,51.282379
57.712940,52.953278
57.914558,47.359741
58.107025,46.783325
58.290318,49.739410
58.464405,59.259155
58.629219,50.645294
58.784824,45.615570
58.931149,51.836304
59.068165,58.766052
59.195854,54.561157
59.314198,54.474365
59.423180,53.850525
59.522778,54.946014
59.612976,57.301910
59.693764,53.313995
59.765125,55.326294
59.827049,61.905823
59.879528,52.882935
59.922554,46.610413
59.956116,55.106659
59.980213,59.145111
59.994835,55.548096
59.999989,55.526062
59.995670,55.218719
59.981880,58.513489
59.958614,58.021423
59.925880,54.097046
59.883690,58.809540
59.832043,65.921265
59.770947,60.100555
59.700436,51.738281
59.620483,56.306030
59.531113,59.792023
59.432343,54.180145
59.324192,54.591644
59.206669,54.420685
59.079807,57.923553
58.943607,56.442291
58.798107,52.781067
58.643318,57.274994
58.479275,62.046997
58.305992,55.848755
58.123508,52.059082
57.931847,57.727081
57.731033,58.613098
57.521111,56.172241
57.302101,55.690338
57.074047,54.533905
56.836983,56.774811
56.590942,55.910370
56.335964,50.995300
56.072090,55.885956
55.799366,62.359344
55.517834,53.588470
55.227531,53.777710
54.928604,57.897949
54.620911,58.338562
54.304596,56.685181
53.979706,55.319550
53.646294,55.418854
53.304413,53.903625
52.954113,52.416504
52.595455,51.877228
52.228489,51.806030
51.853279,57.998077
51.469883,51.533447
51.078354,45.997772
50.678764,51.437500
50.271175,55.675751
49.855644,52.634247
49.432247,51.524475
49.001041,52.108856
48.562099,51.855530
48.115486,49.506927
47.661282,45.145477
47.199547,46.777771
46.730366,53.072388
46.253799,49.821198
45.769932,42.448212
45.278843,50.203888
44.780754,51.360779
44.275440,52.009155
43.763138,45.575562
43.243927,48.846436
42.717884,52.675507
42.185101,53.079132
41.645653,42.097839
41.099636,45.136139
40.547127,45.100464
39.988213,50.188171
39.422985,37.544708
38.851536,37.586639
38.273949,47.135254
37.690323,48.623291
37.100746,40.259064
36.505310,42.938141
35.904106,43.353455
35.297237,45.857391
34.684792,39.983337
34.066872,39.062317
33.443577,40.712158
32.814995,47.333862
32.181236,38.283478
31.542395,29.792572
30.898573,35.591614
30.250071,40.688995
29.596596,36.920929
28.938448,33.091858
28.275732,36.997772
27.608549,34.738922
26.937008,37.830231
26.261213,31.620667
25.581274,28.645508
24.897293,34.646393
24.209383,40.388519
23.517651,31.191681
22.822203,23.151642
22.123154,28.862488
21.420609,30.859161
20.714684,26.938416
20.005489,23.148773
19.293133,28.032318
18.577732,25.514526
17.859400,28.233002
17.138245,19.400269
16.414385,19.755463
15.687933,24.271973
14.959004,29.659149
14.227714,19.548798
13.494176,17.024231
12.758732,23.348969
12.021050,24.872162
11.281470,18.897278
10.540110,14.557495
9.797085,14.434387
9.052513,16.936066
8.306511,19.126373
7.559198,12.548798
6.810691,8.713257
6.061110,12.795532
5.310570,18.178101
4.559194,16.248749
3.807096,7.507965
3.054398,6.706879
2.301218,12.551270
1.547674,16.422333
0.793885,9.889557
0.039972,5.693512
-0.713948,5.517883
-1.467755,6.268005
-2.221331,6.912994
-2.974555,-0.950073
-3.727310,-1.207062
-4.479477,2.698364
-5.230937,7.114349
-5.981342,4.396698
-6.731031,-4.238892
-7.479658,-1.723938
-8.227103,3.256744
-8.973248,2.781189
-9.717978,2.244171
-10.461174,-5.691559
-11.202717,1.706055
-11.942492,-1.770844
-12.680381,-0.868164
-13.416268,-5.682678
-14.150037,-11.181519
-14.881571,-9.696106
-15.610755,-4.888153
-16.337477,-4.149109
-17.061615,-13.438080
-17.783062,-15.713226
-18.501701,-12.564270
-19.217419,-7.536224
-19.930099,-8.175964
-20.639637,-12.706757
-21.345915,-13.689270
-22.048822,-12.686768
-22.748247,-11.962433
-23.444082,-10.851349
-24.136005,-18.216492
-24.824327,-21.500183
-25.508728,-19.917175
-26.189104,-19.691376
-26.865345,-14.928833
-27.537342,-20.634979
-28.204994,-27.435944
-28.868191,-21.277374
-29.526829,-18.700500
-30.180805,-17.053711
-30.830019,-23.222748
-31.474360,-29.792999
-32.113735,-23.875000
-32.748039,-23.844299
-33.377174,-23.535522
-34.001038,-25.318573
-34.619530,-29.012207
-35.232555,-28.649139
-35.840023,-25.229034
-36.441830,-25.369751
-37.037884,-38.549469
-37.628090,-37.277527
-38.212353,-32.841553
-38.790581,-29.444000
-39.362686,-32.905243
-39.928406,-35.398987
-40.487995,-35.825897
-41.041187,-32.130890
-41.587902,-36.538177
-42.128052,-34.776398
-42.661545,-35.770966
-43.188309,-40.837921
-43.708252,-40.589508
-44.221294,-37.261810
-44.727352,-32.329651
-45.226345,-33.591431
-45.718201,-43.645050
-46.202839,-43.336029
-46.680180,-42.776184
-47.150150,-41.621521
-47.612675,-39.736511
-48.067684,-44.895050
-48.515102,-46.065872
-48.954865,-44.749588
-49.386894,-47.171509
-49.811123,-43.013580
-50.227489,-42.689514
-50.635925,-47.897247
-51.036366,-51.664780
-51.428749,-49.089478
-51.812897,-47.987442
-52.188980,-44.150696
-52.556828,-45.512634
-52.916370,-53.638443
-53.267563,-51.661209
-53.610340,-49.379059
-53.944660,-47.329041
-54.270454,-47.494781
-54.587685,-50.157867
-54.896297,-55.238174
-55.196239,-54.732101
-55.487465,-52.836288
-55.769932,-53.971390
-56.043591,-51.392181
-56.308403,-54.029648
-56.564327,-58.255508
-56.811317,-56.839203
-57.049339,-55.471237
-57.278347,-53.249100
-57.498318,-53.111221
-57.709206,-55.444702
-57.910984,-59.275101
-58.103622,-58.266846
-58.287079,-54.326538
-58.461334,-54.046692
-58.626316,-54.188324
-58.782089,-56.422028
-58.928577,-59.120682
-59.065765,-57.732040
-59.193623,-59.865784
-59.312138,-57.559601
-59.421291,-59.531006
-59.521057,-61.104248
-59.611427,-63.120255
-59.692383,-60.704803
-59.763916,-60.773849
-59.826012,-57.378693
-59.878662,-57.418564
-59.921860,-65.006500
-59.955593,-64.028427
-59.979858,-60.118240
-59.994656,-59.617569
-59.999981,-58.680008
-59.995834,-58.614304
-59.982212,-60.335190
-59.959118,-60.460449
-59.926559,-58.404160
-59.884541,-63.063400
-59.833061,-59.920044
-59.772137,-60.466537
-59.701797,-60.221664
-59.622017,-63.773743
-59.532818,-63.686523
-59.434219,-61.745941
-59.326233,-59.754913
-59.208885,-57.305664
-59.082184,-63.827469
-58.946156,-65.304245
-58.800823,-65.163956
-58.646202,-63.398346
-58.482327,-60.474121
-58.309216,-58.958252
-58.126896,-62.843140
-57.935398,-62.640274
-57.734753,-61.734970
-57.524994,-62.341461
-57.306149,-60.811417
-57.078259,-59.593811
-56.841354,-61.212784
-56.595474,-63.395813
-56.340664,-64.659836
-56.076950,-61.506165
-55.804386,-61.615356
-55.523010,-58.189560
-55.232868,-63.447723
-54.934097,-66.042648
-54.626564,-65.328781
-54.310402,-64.000763
-53.985668,-61.588089
-53.652409,-59.326767
-53.310680,-58.875854
-52.960533,-61.588043
-52.602024,-59.019547
-52.235210,-61.621765
-51.860146,-59.726364
-51.476898,-58.799225
-51.085518,-59.239838
-50.686077,-60.504303
-50.278625,-61.928833
-49.863243,-58.271973
-49.439983,-56.327637
-49.008919,-52.599274
-48.570114,-56.466354
-48.123642,-62.822647
-47.669575,-61.410919
-47.207977,-58.271957
-46.738926,-56.884857
-46.262497,-54.502533
-45.778763,-57.429703
-45.287796,-57.665482
-44.789837,-55.602768
-44.284653,-58.449585
-43.772476,-52.884918
-43.253387,-49.491547
-42.727470,-52.036270
-42.194809,-56.714478
-41.655487,-57.305191
-41.109581,-53.304916
-40.557190,-47.947372
-39.998390,-48.079865
-39.433281,-50.728180
-38.861938,-53.041443
-38.284466,-51.175354
-37.700947,-49.759842
-37.111473,-47.938797
-36.516144,-46.708176
-35.915043,-48.445236
-35.308277,-48.880737
-34.695934,-48.894028
-34.078114,-45.361145
-33.454910,-44.488388
-32.826427,-43.899292
-32.192760,-47.291534
-31.554010,-46.510437
-30.910278,-42.884583
-30.261862,-37.360992
-29.608473,-39.490723
-28.950409,-41.334686
-28.287775,-42.120148
-27.620674,-37.189636
-26.949209,-34.114990
-26.273491,-33.556976
-25.593624,-34.362183
-24.909718,-38.505646
-24.221876,-38.755249
-23.530212,-37.157471
-22.834831,-34.912292
-22.135845,-33.391479
-21.433367,-34.688873
-20.727499,-36.597107
-20.018364,-33.888214
-19.306065,-28.293243
-18.590717,-24.870667
-17.872435,-30.970093
-17.151333,-32.717407
-16.427521,-31.367493
-15.701114,-25.661041
-14.972228,-22.314636
-14.240979,-25.152893
-13.507483,-25.058929
-12.772075,-27.076569
-12.034429,-26.932587
-11.294883,-24.248352
-10.553553,-25.435028
-9.810556,-28.058258
-9.066012,-25.970459
-8.320035,-24.076599
-7.572745,-15.779144
-6.824259,-15.623749
-6.074696,-22.659607
-5.324173,-20.979980
-4.572810,-15.210754
-3.820725,-15.323334
-3.068036,-11.307739
-2.314863,-13.121765
-1.561325,-12.685944
-0.807540,-11.946838
-0.053628,-11.467346
0.700293,-9.665436
1.454103,-16.478058
2.207684,-16.818634
2.960916,-7.231537
3.713681,-9.382843
4.465859,-13.305023
5.217332,-11.919769
5.967754,-7.344971
6.717461,-5.556519
7.466107,-3.744415
8.213575,-3.906677
8.959746,-3.099060
9.704503,-2.830017
10.447727,0.993866
11.189301,1.029663
11.929110,-4.073395
12.667033,-4.035583
13.402957,-1.941406
14.136765,6.428619
14.868341,0.269714
15.597569,-4.043213
16.324335,0.919006
17.048523,5.757874
17.770020,7.658936
18.488710,5.927124
19.204481,6.937012
19.917221,8.321045
20.626816,8.531067
21.333151,10.814819
22.036121,10.052063
22.735611,8.331421
23.431509,14.377991
24.123501,18.294312
24.811893,10.663544
25.496368,6.223877
26.176817,8.049255
26.853134,12.117188
27.525209,14.761078
28.192940,14.263641
28.856220,15.372955
29.514942,16.335571
30.169004,21.253448
30.818302,18.717041
31.462738,16.524933
32.102200,16.712738
32.736595,28.027008
33.365826,27.721100
33.989784,17.881104
34.608379,17.679871
35.221508,24.663239
35.829075,24.622772
36.430981,24.045929
37.027142,21.711761
37.617451,22.821655
38.201824,27.879700
38.780167,29.124603
39.352379,21.341919
39.918213,25.321381
40.477913,31.356812
41.031223,32.994659
41.578060,27.831757
42.118328,28.201233
42.651943,33.042450
43.178825,36.850250
43.698891,33.194550
44.212059,29.998962
44.718246,30.323120
45.217373,34.727539
45.709354,32.502380
46.194122,30.544006
46.671597,34.009644
47.141701,42.260864
47.604362,43.131409
48.059509,34.792389
48.507069,36.867493
48.946964,44.060394
49.379135,46.068573
49.803509,40.318115
50.220016,40.538757
50.628597,39.125397
51.029182,42.976471
51.421711,37.633331
51.806007,37.827850
52.182240,39.724915
52.550236,50.438660
52.909935,42.385376
53.261276,37.782379
53.604210,44.074158
53.938679,49.279480
54.264633,47.894318
54.582016,49.129974
54.890781,48.140686
55.190880,50.986023
55.482269,47.162323
55.764896,42.415802
56.038712,42.028839
56.303688,54.870941
56.559769,49.956573
56.806923,44.052246
57.045105,49.759674
57.274281,54.600555
57.494411,52.716370
57.705467,49.415436
57.907413,50.963287
58.100212,55.906036
58.283836,55.585175
58.458263,50.305115
58.623409,50.088623
58.779346,54.201813
58.926006,52.572571
59.063362,44.419708
59.191391,46.895294
59.310074,57.940369
59.419395,57.889465
59.519333,51.609344
59.609875,53.869324
59.691002,55.482117
59.762703,57.210541
59.824970,52.763062
59.877792,55.315826
59.921158,61.689880
59.955063,62.804169
59.979504,48.264160
59.994476,51.379272
59.999969,59.203583
59.995991,55.790314
59.982544,55.149323
59.959621,55.578430
59.927235,57.282043
59.885384,59.277802
59.834080,53.300812
59.773323,53.997406
59.703159,61.473236
59.623543,60.139893
59.534515,49.716461
59.436085,54.106293
59.328274,56.585571
59.211094,56.759796
59.084560,53.158966
58.948708,54.826172
58.803539,58.849426
58.649090,59.627289
58.485378,52.755432
58.312431,52.542236
58.130280,61.989227
57.938950,62.214966
57.738468,53.133423
57.528873,58.450287
57.310196,59.680115
57.082466,59.736969
56.845726,51.238556
56.600010,54.547668
56.345356,55.206757
56.081806,56.215942
55.809402,54.884735
55.528187,53.591644
55.238197,59.413635
54.939587,59.941650
54.632210,48.229248
54.316208,55.982788
53.991627,59.058624
53.658520,56.431305
53.316944,52.572205
52.966949,54.294312
52.608593,52.286713
52.241928,54.210480
51.867012,50.472198
51.483910,48.637573
51.092682,56.040405
50.693382,55.101776
50.286079,48.043365
49.870838,52.454834
49.447720,52.037018
49.016796,54.736328
48.578133,49.462982
48.131802,56.263489
47.677868,51.838654
47.216408,50.140411
46.747490,46.069336
46.271191,46.937988
45.787590,50.022797
45.296757,53.394379
44.798923,41.173523
44.293869,46.813080
43.781818,49.215576
43.262852,51.369812
42.737061,45.503052
42.204517,47.622070
41.665314,47.467255
41.119530,52.324036
40.567253,44.540894
40.008572,39.483826
39.443573,43.218842
38.872345,51.980316
38.294983,40.454834
37.711571,37.734528
37.122204,44.735321
36.526981,47.467773
35.925987,43.578949
35.319317,37.188324
34.707077,42.936707
34.089352,44.101868
33.466248,38.152283
32.837860,38.987000
32.204285,44.783539
31.565626,42.368469
30.921982,29.115479
30.273653,29.623108
29.620352,39.875641
28.962372,39.213440
28.299818,31.923035
27.632795,32.752136
26.961409,34.965210
26.285769,35.527161
25.605976,32.898682
24.922140,25.109711
24.234369,32.459534
23.542772,39.450745
22.847458,39.530792
22.148537,22.228790
21.446119,24.450317
20.740314,26.714325
20.031237,28.030884
19.318993,22.751160
18.603703,22.184174
17.885471,24.519348
17.164417,27.816467
16.440655,20.666504
15.714293,17.477875
14.985452,21.065857
14.254245,24.284302
13.520786,26.847870
12.785418,15.088654
12.047807,16.565674
11.308294,20.388489
10.566996,24.484863
9.824029,16.435608
9.079511,11.753998
8.333559,15.474854
7.586292,14.732513
6.837827,14.532410
6.088282,8.904419
5.337775,7.960968
4.586426,12.489227
3.834353,18.648621
3.081675,12.333984
2.328510,3.490417
1.574977,10.003174
0.821195,12.339233
0.067284,12.382385
-0.686638,6.716064
-1.440451,5.304840
-2.194037,5.132050
-2.947277,4.360199
-3.700051,3.709686
-4.452240,-1.737793
-5.203727,-1.436035
-5.954165,4.167084
-6.703890,6.194061
-7.452558,-0.536713
-8.200047,-8.131683
-8.946243,-0.835846
-9.691026,2.864929
-10.434279,2.759521
-11.175884,-2.936493
-11.915725,-1.489624
-12.653685,-0.445129
-13.389647,-2.561035
-14.123493,-5.262665
-14.855110,-13.726410
-15.584382,-13.096558
-16.311193,-10.989777
-17.035431,-2.896332
-17.756975,-6.756897
-18.475718,-14.538025
-19.191544,-14.077942
-19.904339,-10.006683
-20.613991,-7.382935
-21.320387,-10.006042
-22.023418,-18.907410
-22.722973,-17.264343
-23.418938,-12.779999
-24.110998,-12.118073
-24.799459,-10.841675
-25.484005,-21.189178
-26.164528,-20.302124
-26.840921,-20.713654
-27.513073,-16.893982
-28.180885,-17.644318
-28.844246,-25.126038
-29.503052,-28.623413
-30.157200,-24.081635
-30.806583,-20.432709
-31.451107,-20.410065
-32.090660,-26.992249
-32.725151,-27.041046
-33.354473,-23.201660
-33.978527,-25.146027
-34.597221,-24.487732
-35.210449,-28.750061
-35.818115,-31.059448
-36.420128,-30.542572
-37.016392,-27.914673
-37.606808,-26.761932
-38.191292,-30.906372
-38.769741,-39.625397
-39.342072,-34.748901
-39.908016,-31.661346
-40.467831,-32.505402
-41.021263,-32.288788
-41.568211,-40.051483
-42.108601,-36.107941
-42.642338,-35.923767
-43.169346,-33.642578
-43.689537,-34.451965
-44.202827,-37.129303
-44.709141,-41.961792
-45.208393,-41.608124
-45.700512,-40.834839
-46.185410,-37.297363
-46.663017,-34.115204
-47.133255,-46.455414
-47.596050,-47.085541
-48.051331,-42.532959
-48.499027,-41.682983
-48.939064,-41.738617
-49.371376,-45.685394
-49.795891,-48.165741
-50.212543,-45.356934
-50.621265,-45.487259
-51.022003,-46.096878
-51.414677,-45.108047
-51.799122,-51.579239
-52.175503,-51.072571
-52.543644,-49.030228
-52.903488,-46.559006
-53.254986,-45.896881
-53.598072,-45.581085
-53.932693,-53.167847
-54.258804,-53.722992
-54.576344,-48.841248
-54.885265,-50.931412
-55.185524,-49.082306
-55.477070,-54.155060
-55.759853,-57.904846
-56.033836,-53.343307
-56.298965,-53.545425
-56.555210,-55.959488
-56.802525,-54.152893
-57.040871,-55.395523
-57.270210,-57.960968
-57.490509,-57.532532
-57.701725,-55.964447
-57.903835,-53.192703
-58.096802,-53.246567
-58.280594,-56.622330
-58.455185,-60.602005
-58.620499,-57.571579
-58.776604,-56.710663
-58.923431,-57.147614
-59.060959,-56.075043
-59.189156,-60.535797
-59.308006,-61.328964
-59.417500,-57.601303
-59.517605,-59.907440
-59.608315,-59.657440
-59.689613,-59.303253
-59.761486,-61.823044
-59.823925,-61.636246
-59.876919,-61.336319
-59.920456,-61.276642
-59.954536,-56.098236
-59.979145,-57.243683
-59.994286,-61.520325
-59.999954,-63.819916
-59.996147,-60.440277
-59.982868,-58.529343
-59.960121,-61.471848
-59.927906,-59.926727
-59.886223,-60.042648
-59.835091,-61.281906
-59.774509,-60.411392
-59.704514,-61.604431
-59.625069,-59.696579
-59.536209,-60.104721
-59.437950,-63.524017
-59.330311,-64.901596
-59.213299,-63.534286
-59.086937,-63.538483
-58.951248,-64.321274
-58.806252,-61.421494
-58.651970,-66.397171
-58.488426,-66.724304
-58.315643,-63.797806
-58.133663,-62.692947
-57.942497,-58.224899
-57.742180,-60.767609
-57.532749,-61.421127
-57.314236,-63.732071
-57.086670,-61.425873
-56.850094,-63.250809
-56.604538,-62.858795
-56.350052,-58.193909
-56.086662,-60.235748
-55.814415,-65.699020
-55.533356,-64.176727
-55.243530,-61.617599
-54.945076,-58.906204
-54.637856,-58.703232
-54.322006,-62.991821
-53.997581,-66.159958
-53.664635,-62.679153
-53.323208,-64.065552
-52.973362,-59.677368
-52.615158,-59.459976
-52.248642,-60.190338
-51.873875,-60.150040
-51.490925,-59.465149
-51.099838,-61.585464
-50.700684,-57.368607
-50.293526,-55.890381
-49.878426,-57.763489
-49.455452,-59.611771
-49.024670,-61.279312
-48.586147,-58.763397
-48.139950,-54.122253
-47.686153,-53.115356
-47.224831,-60.322311
-46.756046,-62.466980
-46.279881,-61.495651
-45.796413,-60.364532
-45.305706,-56.538467
-44.808002,-54.329727
-44.303078,-55.299957
-43.791153,-55.936478
-43.272316,-55.238678
-42.746639,-55.656128
-42.214226,-52.330963
-41.675140,-52.117188
-41.129471,-51.729980
-40.577316,-56.121170
-40.018749,-55.141815
-39.453865,-51.648636
-38.882748,-44.356293
-38.305492,-45.378204
-37.722191,-50.650803
-37.132935,-50.995468
-36.537811,-49.011795
-35.936924,-49.852890
-35.330357,-46.469467
-34.718216,-44.624939
-34.100594,-46.695343
-33.477585,-45.427994
-32.849289,-47.187225
-32.215809,-43.257141
-31.577240,-40.330597
-30.933687,-40.176147
-30.285444,-47.067932
-29.632229,-45.423401
-28.974331,-38.919098
-28.311857,-35.545349
-27.644917,-35.652252
-26.973608,-39.836365
-26.298044,-38.562439
-25.618326,-34.788513
-24.934563,-33.772919
-24.246862,-34.008728
-23.555332,-34.019562
-22.860086,-34.683533
-22.161230,-38.791534
-21.458874,-37.017090
-20.753130,-32.748474
-20.044107,-31.243225
-19.331921,-35.475342
-18.616684,-35.178131
-17.898506,-30.849182
-17.177502,-25.341705
-16.453785,-25.694489
-15.727472,-29.428650
-14.998675,-29.660400
-14.267509,-26.243103
-13.534091,-23.033112
-12.798760,-18.045197
-12.061185,-21.081604
-11.321705,-23.110779
-10.580439,-25.549561
-9.837501,-23.464813
-9.093010,-20.026947
-8.347083,-24.171600
-7.599838,-26.194580
-6.851394,-25.611145
-6.101867,-19.312653
-5.351377,-13.261627
-4.600042,-17.737152
-3.847981,-21.232025
-3.095313,-18.078156
-2.342155,-16.456848
-1.588628,-13.161743
-0.834850,-11.183746
-0.080940,-10.308197
0.673211,-12.554565
1.426799,-12.762146
2.180390,-9.354279
2.933637,-13.583221
3.686420,-16.149261
4.438622,-14.412811
5.190123,-8.946228
5.940804,-5.522308
6.690547,-7.004883
7.439234,-10.593170
8.186747,-6.636536
8.932965,-3.066101
9.677774,-1.005768
10.421056,-1.039795
11.162692,-1.426727
11.902565,-2.377319
12.640559,1.806335
13.376557,3.085632
14.110443,1.483398
14.842101,-2.933014
15.571416,1.232819
16.298271,3.565125
17.022556,2.043701
17.744150,-4.074890
18.462942,-2.102509
19.178822,3.650146
19.891455,9.975464
20.601164,7.463898
21.307623,8.327942
22.010715,8.274231
22.710333,10.663849
23.406364,13.231659
24.098700,11.670624
24.787231,11.502075
25.471849,14.775299
26.152445,22.299744
26.828913,13.949554
27.501141,9.897095
28.169029,9.994476
28.832468,15.248199
29.491356,19.006073
30.145586,15.819244
30.795061,18.767059
31.439671,17.856628
32.079311,20.538727
32.713894,22.877930
33.343307,18.290833
33.967461,19.693787
34.586250,28.131134
35.199574,31.853577
35.807339,20.506134
36.409275,19.198273
37.005642,24.342560
37.596165,27.546448
38.180756,24.294739
38.759315,25.620117
39.331757,25.282715
39.897987,29.044128
40.457920,30.354706
41.011459,24.519073
41.558525,27.339874
42.099030,32.781250
42.632889,38.608032
43.160019,32.085144
43.680332,32.478912
44.193748,37.799927
44.700188,39.140106
45.199562,34.969666
45.691807,31.038391
46.176834,33.856018
46.654572,35.669220
47.124943,36.036682
47.587875,31.644775
48.043293,32.939941
48.491119,44.278412
48.931297,44.838440
49.363613,33.944275
49.788273,36.355927
50.205067,45.141937
50.613934,45.793091
51.014812,44.683380
51.407631,41.712341
51.792339,39.981232
52.168869,43.082703
52.537163,37.755493
52.897156,35.785645
53.248798,42.311035
53.592033,52.645416
53.926811,46.905914
54.253071,40.822479
54.570763,48.674713
54.879841,51.074951
55.180252,50.327789
55.471951,48.854828
55.754894,48.983185
56.029034,51.471558
56.294319,46.671173
56.550724,43.542328
56.798203,45.532440
57.036701,48.166656
57.266205,41.912018
57.486599,47.415833
57.697983,53.308624
57.900257,54.904816
58.093384,50.542694
58.277348,51.727264
58.452103,55.616943
58.617634,56.446442
58.773907,48.819092
58.920902,48.098328
59.058590,55.678131
59.186954,55.123779
59.305973,47.599823
59.415634,50.404144
59.515903,60.573639
59.606785,56.052826
59.688248,51.982239
59.760292,56.755981
59.822899,57.454498
59.876057,58.950684
59.919765,54.296417
59.954010,54.368835
59.978790,61.746490
59.994099,59.078369
59.999935,48.192688
59.996300,50.393250
59.983196,59.762085
59.960617,55.860718
59.928570,54.815857
59.887066,55.727020
59.836102,57.013916
59.775692,58.204712
59.705845,53.300446
59.626564,54.699310
59.537876,62.428619
59.439781,61.800568
59.332310,51.217621
59.215466,56.103638
59.089268,58.525665
58.953747,56.761658
58.808914,54.309601
58.654797,56.141937
58.491417,58.548218
